,Event Name,Winner,Loser,Weight Class
1220,UFC Fight Night: McDonald vs. Lineker,Katlyn Chookagian,Lauren Murphy,Women's Bantamweight
1221,UFC Fight Night: McDonald vs. Lineker,Sam Alvey,Eric Spicely,Middleweight
1222,UFC Fight Night: McDonald vs. Lineker,Cortney Casey,Cristina Stanciu,Women's Strawweight
1223,UFC Fight Night: McDonald vs. Lineker,Scott Holtzman,Cody Pfister,Lightweight
1224,UFC Fight Night: McDonald vs. Lineker,Rani Yahya,Matthew Lopez,Bantamweight
1225,UFC Fight Night: McDonald vs. Lineker,Alex Nicholson,Devin Clark,Middleweight
1226,UFC 200: Tate vs Nunes,Amanda Nunes,Miesha Tate,Women's Bantamweight
1227,UFC 200: Tate vs Nunes,Brock Lesnar,Mark Hunt,Heavyweight
1228,UFC 200: Tate vs Nunes,Daniel Cormier,Anderson Silva,Light Heavyweight
1229,UFC 200: Tate vs Nunes,Jose Aldo,Frankie Edgar,Featherweight
1230,UFC 200: Tate vs Nunes,Cain Velasquez,Travis Browne,Heavyweight
1231,UFC 200: Tate vs Nunes,Julianna Pena,Cat Zingano,Women's Bantamweight
1232,UFC 200: Tate vs Nunes,Kelvin Gastelum,Johny Hendricks,Welterweight
1233,UFC 200: Tate vs Nunes,TJ Dillashaw,Raphael Assuncao,Bantamweight
1234,UFC 200: Tate vs Nunes,Sage Northcutt,Enrique Marin,Lightweight
1235,UFC 200: Tate vs Nunes,Joe Lauzon,Diego Sanchez,Lightweight
1236,UFC 200: Tate vs Nunes,Gegard Mousasi,Thiago Santos,Middleweight
1237,UFC 200: Tate vs Nunes,Jim Miller,Takanori Gomi,Lightweight
1238,The Ultimate Fighter 23 Finale,Joanna Jedrzejczyk,Claudia Gadelha,Women's Strawweight
1239,The Ultimate Fighter 23 Finale,Andrew Sanchez,Khalil Rountree Jr.,Light Heavyweight
1240,The Ultimate Fighter 23 Finale,Tatiana Suarez,Amanda Cooper,Women's Strawweight
1241,The Ultimate Fighter 23 Finale,Will Brooks,Ross Pearson,Lightweight
1242,The Ultimate Fighter 23 Finale,Dooho Choi,Thiago Tavares,Featherweight
1243,The Ultimate Fighter 23 Finale,Joaquim Silva,Andrew Holbrook,Lightweight
1244,The Ultimate Fighter 23 Finale,Gray Maynard,Fernando Bruno,Featherweight
1245,The Ultimate Fighter 23 Finale,Matheus Nicolau,John Moraga,Flyweight
1246,The Ultimate Fighter 23 Finale,Josh Stansbury,Cory Hendricks,Light Heavyweight
1247,The Ultimate Fighter 23 Finale,Cezar Ferreira,Anthony Smith,Middleweight
1248,The Ultimate Fighter 23 Finale,Kevin Lee,Jake Matthews,Lightweight
1249,The Ultimate Fighter 23 Finale,Li Jingliang,Anton Zafir,Welterweight
1250,UFC Fight Night: Dos Anjos vs. Alvarez,Eddie Alvarez,Rafael Dos Anjos,Lightweight
1251,UFC Fight Night: Dos Anjos vs. Alvarez,Derrick Lewis,Roy Nelson,Heavyweight
1252,UFC Fight Night: Dos Anjos vs. Alvarez,Alan Jouban,Belal Muhammad,Welterweight
1253,UFC Fight Night: Dos Anjos vs. Alvarez,Joe Duffy,Mitch Clarke,Lightweight
1254,UFC Fight Night: Dos Anjos vs. Alvarez,Alberto Mina,Mike Pyle,Welterweight
1255,UFC Fight Night: Dos Anjos vs. Alvarez,John Makdessi,Mehdi Baghdad,Lightweight
1256,UFC Fight Night: Dos Anjos vs. Alvarez,Anthony Birchak,Dileno Lopes,Bantamweight
1257,UFC Fight Night: Dos Anjos vs. Alvarez,Pedro Munhoz,Russell Doane,Bantamweight
1258,UFC Fight Night: Dos Anjos vs. Alvarez,Felipe Arantes,Jerrod Sanders,Bantamweight
1259,UFC Fight Night: Dos Anjos vs. Alvarez,Gilbert Burns,Lukasz Sajewski,Lightweight
1260,UFC Fight Night: Dos Anjos vs. Alvarez,Marco Beltran,Reginaldo Vieira,Bantamweight
1261,UFC Fight Night: Dos Anjos vs. Alvarez,Vicente Luque,Alvaro Herrera,Welterweight
1262,UFC Fight Night: MacDonald vs Thompson,Stephen Thompson,Rory MacDonald,Welterweight
1263,UFC Fight Night: MacDonald vs Thompson,Donald Cerrone,Patrick Cote,Welterweight
1264,UFC Fight Night: MacDonald vs Thompson,Steve Bosse,Sean O'Connell,Light Heavyweight
1265,UFC Fight Night: MacDonald vs Thompson,Olivier Aubin-Mercier,Thibault Gouti,Lightweight
1266,UFC Fight Night: MacDonald vs Thompson,Joanne Calderwood,Valerie Letourneau,Women's Flyweight
1267,UFC Fight Night: MacDonald vs Thompson,Jason Saggo,Leandro Silva,Lightweight
1268,UFC Fight Night: MacDonald vs Thompson,Misha Cirkunov,Ion Cutelaba,Light Heavyweight
1269,UFC Fight Night: MacDonald vs Thompson,Krzysztof Jotko,Tamdan McCrory,Middleweight
1270,UFC Fight Night: MacDonald vs Thompson,Joe Soto,Chris Beal,Bantamweight
1271,UFC Fight Night: MacDonald vs Thompson,Elias Theodorou,Sam Alvey,Middleweight
1272,UFC Fight Night: MacDonald vs Thompson,Randa Markos,Jocelyn Jones-Lybarger,Women's Strawweight
1273,UFC Fight Night: MacDonald vs Thompson,Colby Covington,Jonathan Meunier,Welterweight
1274,UFC Fight Night: MacDonald vs Thompson,Ali Bagautinov,Geane Herrera,Flyweight
1275,UFC 199: Rockhold vs. Bisping 2,Michael Bisping,Luke Rockhold,Middleweight
1276,UFC 199: Rockhold vs. Bisping 2,Dominick Cruz,Urijah Faber,Bantamweight
1277,UFC 199: Rockhold vs. Bisping 2,Max Holloway,Ricardo Lamas,Featherweight
1278,UFC 199: Rockhold vs. Bisping 2,Dan Henderson,Hector Lombard,Middleweight
1279,UFC 199: Rockhold vs. Bisping 2,Dustin Poirier,Bobby Green,Lightweight
1280,UFC 199: Rockhold vs. Bisping 2,Brian Ortega,Clay Guida,Featherweight
1281,UFC 199: Rockhold vs. Bisping 2,Beneil Dariush,James Vick,Lightweight
1282,UFC 199: Rockhold vs. Bisping 2,Jessica Andrade,Jessica Penne,Women's Strawweight
1283,UFC 199: Rockhold vs. Bisping 2,Alex Caceres,Cole Miller,Featherweight
1284,UFC 199: Rockhold vs. Bisping 2,Sean Strickland,Tom Breese,Welterweight
1285,UFC 199: Rockhold vs. Bisping 2,Henrique da Silva,Jonathan Wilson,Light Heavyweight
1286,UFC 199: Rockhold vs. Bisping 2,Kevin Casey,Elvis Mutapcic,Middleweight
1287,UFC 199: Rockhold vs. Bisping 2,Polo Reyes,Dong Hyun Ma,Lightweight
1288,UFC Fight Night: Almeida vs Garbrandt,Cody Garbrandt,Thomas Almeida,Bantamweight
1289,UFC Fight Night: Almeida vs Garbrandt,Jeremy Stephens,Renan Barao,Featherweight
1290,UFC Fight Night: Almeida vs Garbrandt,Rick Story,Tarec Saffiedine,Welterweight
1291,UFC Fight Night: Almeida vs Garbrandt,Chris Camozzi,Vitor Miranda,Middleweight
1292,UFC Fight Night: Almeida vs Garbrandt,Lorenz Larkin,Jorge Masvidal,Welterweight
1293,UFC Fight Night: Almeida vs Garbrandt,Paul Felder,Joshua Burkman,Lightweight
1294,UFC Fight Night: Almeida vs Garbrandt,Sara McMann,Jessica Eye,Women's Bantamweight
1295,UFC Fight Night: Almeida vs Garbrandt,Abel Trujillo,Jordan Rinaldi,Lightweight
1296,UFC Fight Night: Almeida vs Garbrandt,Jake Collier,Alberto Uda,Middleweight
1297,UFC Fight Night: Almeida vs Garbrandt,Erik Koch,Shane Campbell,Lightweight
1298,UFC Fight Night: Almeida vs Garbrandt,Bryan Caraway,Aljamain Sterling,Bantamweight
1299,UFC Fight Night: Almeida vs Garbrandt,Adam Milstead,Chris de la Rocha,Heavyweight
1300,UFC 198: Werdum vs Miocic,Stipe Miocic,Fabricio Werdum,Heavyweight
1301,UFC 198: Werdum vs Miocic,Jacare Souza,Vitor Belfort,Middleweight
1302,UFC 198: Werdum vs Miocic,Cris Cyborg,Leslie Smith,Catch Weight
1303,UFC 198: Werdum vs Miocic,Mauricio Rua,Corey Anderson,Light Heavyweight
1304,UFC 198: Werdum vs Miocic,Bryan Barberena,Warlley Alves,Welterweight
1305,UFC 198: Werdum vs Miocic,Demian Maia,Matt Brown,Welterweight
1306,UFC 198: Werdum vs Miocic,Thiago Santos,Nate Marquardt,Middleweight
1307,UFC 198: Werdum vs Miocic,Francisco Trinaldo,Yancy Medeiros,Lightweight
1308,UFC 198: Werdum vs Miocic,John Lineker,Rob Font,Bantamweight
1309,UFC 198: Werdum vs Miocic,Rogerio Nogueira,Patrick Cummins,Light Heavyweight
1310,UFC 198: Werdum vs Miocic,Sergio Moraes,Luan Chagas,Welterweight
1311,UFC 198: Werdum vs Miocic,Renato Moicano,Zubaira Tukhugov,Featherweight
1312,UFC Fight Night: Overeem vs Arlovski,Alistair Overeem,Andrei Arlovski,Heavyweight
1313,UFC Fight Night: Overeem vs Arlovski,Stefan Struve,Antonio Silva,Heavyweight
1314,UFC Fight Night: Overeem vs Arlovski,Gunnar Nelson,Albert Tumenov,Welterweight
1315,UFC Fight Night: Overeem vs Arlovski,Germaine de Randamie,Anna Elmose,Women's Bantamweight
1316,UFC Fight Night: Overeem vs Arlovski,Nikita Krylov,Francimar Barroso,Light Heavyweight
1317,UFC Fight Night: Overeem vs Arlovski,Karolina Kowalkiewicz,Heather Jo Clark,Women's Strawweight
1318,UFC Fight Night: Overeem vs Arlovski,Rustam Khabilov,Chris Wade,Lightweight
1319,UFC Fight Night: Overeem vs Arlovski,Magnus Cedenblad,Garreth McLellan,Middleweight
1320,UFC Fight Night: Overeem vs Arlovski,Josh Emmett,Jon Tuck,Lightweight
1321,UFC Fight Night: Overeem vs Arlovski,Reza Madadi,Yan Cabral,Lightweight
1322,UFC Fight Night: Overeem vs Arlovski,Kyoji Horiguchi,Neil Seery,Flyweight
1323,UFC Fight Night: Overeem vs Arlovski,Leon Edwards,Dominic Waters,Welterweight
1324,UFC Fight Night: Overeem vs Arlovski,Ulka Sasaki,Willie Gates,Flyweight
1325,UFC 197: Jones vs Saint Preux,Jon Jones,Ovince Saint Preux,Light Heavyweight
1326,UFC 197: Jones vs Saint Preux,Demetrious Johnson,Henry Cejudo,Flyweight
1327,UFC 197: Jones vs Saint Preux,Edson Barboza,Anthony Pettis,Lightweight
1328,UFC 197: Jones vs Saint Preux,Robert Whittaker,Rafael Natal,Middleweight
1329,UFC 197: Jones vs Saint Preux,Yair Rodriguez,Andre Fili,Featherweight
1330,UFC 197: Jones vs Saint Preux,Sergio Pettis,Chris Kelades,Flyweight
1331,UFC 197: Jones vs Saint Preux,Danny Roberts,Dominique Steele,Welterweight
1332,UFC 197: Jones vs Saint Preux,Carla Esparza,Juliana Lima,Women's Strawweight
1333,UFC 197: Jones vs Saint Preux,James Vick,Glaico Franca,Lightweight
1334,UFC 197: Jones vs Saint Preux,Walt Harris,Cody East,Heavyweight
1335,UFC 197: Jones vs Saint Preux,Marcos Rogerio de Lima,Clint Hester,Light Heavyweight
1336,UFC 197: Jones vs Saint Preux,Kevin Lee,Efrain Escudero,Lightweight
1337,UFC Fight Night: Teixeira vs Evans,Glover Teixeira,Rashad Evans,Light Heavyweight
1338,UFC Fight Night: Teixeira vs Evans,Rose Namajunas,Tecia Torres,Women's Strawweight
1339,UFC Fight Night: Teixeira vs Evans,Khabib Nurmagomedov,Darrell Horcher,Catch Weight
1340,UFC Fight Night: Teixeira vs Evans,Cub Swanson,Hacran Dias,Featherweight
1341,UFC Fight Night: Teixeira vs Evans,Michael Chiesa,Beneil Dariush,Lightweight
1342,UFC Fight Night: Teixeira vs Evans,Raquel Pennington,Bethe Correia,Women's Bantamweight
1343,UFC Fight Night: Teixeira vs Evans,Santiago Ponzinibbio,Court McGee,Welterweight
1344,UFC Fight Night: Teixeira vs Evans,Michael Graves,Randy Brown,Welterweight
1345,UFC Fight Night: Teixeira vs Evans,John Dodson,Manvel Gamburyan,Bantamweight
1346,UFC Fight Night: Teixeira vs Evans,Cezar Ferreira,Oluwale Bamgbose,Middleweight
1347,UFC Fight Night: Teixeira vs Evans,Elizeu Zaleski dos Santos,Omari Akhmedov,Welterweight
1348,UFC Fight Night: Rothwell vs Dos Santos,Junior Dos Santos,Ben Rothwell,Heavyweight
1349,UFC Fight Night: Rothwell vs Dos Santos,Derrick Lewis,Gabriel Gonzaga,Heavyweight
1350,UFC Fight Night: Rothwell vs Dos Santos,Francis Ngannou,Curtis Blaydes,Heavyweight
1351,UFC Fight Night: Rothwell vs Dos Santos,Tim Johnson,Marcin Tybura,Heavyweight
1352,UFC Fight Night: Rothwell vs Dos Santos,Jan Blachowicz,Igor Pokrajac,Light Heavyweight
1353,UFC Fight Night: Rothwell vs Dos Santos,Maryna Moroz,Cristina Stanciu,Women's Strawweight
1354,UFC Fight Night: Rothwell vs Dos Santos,Zak Cummings,Nicolas Dalby,Welterweight
1355,UFC Fight Night: Rothwell vs Dos Santos,Alejandro Perez,Ian Entwistle,Bantamweight
1356,UFC Fight Night: Rothwell vs Dos Santos,Mairbek Taisumov,Damir Hadzovic,Lightweight
1357,UFC Fight Night: Rothwell vs Dos Santos,Damian Stasiak,Filip Pejic,Bantamweight
1358,UFC Fight Night: Rothwell vs Dos Santos,Lucas Martins,Rob Whiteford,Featherweight
1359,UFC Fight Night: Rothwell vs Dos Santos,Jared Cannonier,Cyril Asker,Heavyweight
1360,UFC Fight Night: Rothwell vs Dos Santos,Bojan Velickovic,Alessio Di Chirico,Middleweight
1361,UFC Fight Night: Hunt vs Mir,Mark Hunt,Frank Mir,Heavyweight
1362,UFC Fight Night: Hunt vs Mir,Neil Magny,Hector Lombard,Welterweight
1363,UFC Fight Night: Hunt vs Mir,Jake Matthews,Johnny Case,Lightweight
1364,UFC Fight Night: Hunt vs Mir,Daniel Kelly,Antonio Carlos Junior,Middleweight
1365,UFC Fight Night: Hunt vs Mir,Steve Bosse,James Te Huna,Light Heavyweight
1366,UFC Fight Night: Hunt vs Mir,Bec Rawlings,Seohee Ham,Women's Strawweight
1367,UFC Fight Night: Hunt vs Mir,Alan Jouban,Brendan O'Reilly,Welterweight
1368,UFC Fight Night: Hunt vs Mir,Dan Hooker,Mark Eddiva,Featherweight
1369,UFC Fight Night: Hunt vs Mir,Leslie Smith,Rin Nakai,Women's Bantamweight
1370,UFC Fight Night: Hunt vs Mir,Viscardi Andrade,Richard Walsh,Welterweight
1371,UFC Fight Night: Hunt vs Mir,Ross Pearson,Chad Laprise,Lightweight
1372,UFC Fight Night: Hunt vs Mir,Alan Patrick,Damien Brown,Lightweight
1373,UFC 196: McGregor vs Diaz,Nate Diaz,Conor McGregor,Welterweight
1374,UFC 196: McGregor vs Diaz,Miesha Tate,Holly Holm,Women's Bantamweight
1375,UFC 196: McGregor vs Diaz,Ilir Latifi,Gian Villante,Light Heavyweight
1376,UFC 196: McGregor vs Diaz,Corey Anderson,Tom Lawlor,Light Heavyweight
1377,UFC 196: McGregor vs Diaz,Amanda Nunes,Valentina Shevchenko,Women's Bantamweight
1378,UFC 196: McGregor vs Diaz,Siyar Bahadurzada,Brandon Thatch,Welterweight
1379,UFC 196: McGregor vs Diaz,Nordine Taleb,Erick Silva,Welterweight
1380,UFC 196: McGregor vs Diaz,Vitor Miranda,Marcelo Guimaraes,Middleweight
1381,UFC 196: McGregor vs Diaz,Darren Elkins,Chas Skelly,Featherweight
1382,UFC 196: McGregor vs Diaz,Diego Sanchez,Jim Miller,Lightweight
1383,UFC 196: McGregor vs Diaz,Jason Saggo,Justin Salas,Lightweight
1384,UFC 196: McGregor vs Diaz,Teruto Ishihara,Julian Erosa,Featherweight
1385,UFC Fight Night: Silva vs Bisping,Michael Bisping,Anderson Silva,Middleweight
1386,UFC Fight Night: Silva vs Bisping,Gegard Mousasi,Thales Leites,Middleweight
1387,UFC Fight Night: Silva vs Bisping,Tom Breese,Keita Nakamura,Welterweight
1388,UFC Fight Night: Silva vs Bisping,Brad Pickett,Francisco Rivera,Bantamweight
1389,UFC Fight Night: Silva vs Bisping,Makwan Amirkhani,Mike Wilkinson,Featherweight
1390,UFC Fight Night: Silva vs Bisping,Davey Grant,Marlon Vera,Bantamweight
1391,UFC Fight Night: Silva vs Bisping,Scott Askham,Chris Dempsey,Middleweight
1392,UFC Fight Night: Silva vs Bisping,Arnold Allen,Yaotzin Meza,Featherweight
1393,UFC Fight Night: Silva vs Bisping,Krzysztof Jotko,Bradley Scott,Middleweight
1394,UFC Fight Night: Silva vs Bisping,Rustam Khabilov,Norman Parke,Lightweight
1395,UFC Fight Night: Silva vs Bisping,Daniel Omielanczuk,Jarjis Danho,Heavyweight
1396,UFC Fight Night: Silva vs Bisping,Teemu Packalen,Thibault Gouti,Lightweight
1397,UFC Fight Night: Silva vs Bisping,David Teymur,Martin Svensson,Lightweight
1398,UFC Fight Night: Cowboy vs Cowboy,Donald Cerrone,Alex Oliveira,Welterweight
1399,UFC Fight Night: Cowboy vs Cowboy,Derek Brunson,Roan Carneiro,Middleweight
1400,UFC Fight Night: Cowboy vs Cowboy,Cody Garbrandt,Augusto Mendes,Catch Weight
1401,UFC Fight Night: Cowboy vs Cowboy,Dennis Bermudez,Tatsuya Kawajiri,Featherweight
1402,UFC Fight Night: Cowboy vs Cowboy,Chris Camozzi,Joe Riggs,Middleweight
1403,UFC Fight Night: Cowboy vs Cowboy,James Krause,Shane Campbell,Lightweight
1404,UFC Fight Night: Cowboy vs Cowboy,Sean Strickland,Alex Garcia,Welterweight
1405,UFC Fight Night: Cowboy vs Cowboy,Oluwale Bamgbose,Daniel Sarafian,Middleweight
1406,UFC Fight Night: Cowboy vs Cowboy,Anthony Smith,Leonardo Augusto Leleco,Middleweight
1407,UFC Fight Night: Cowboy vs Cowboy,Nathan Coy,Jonavin Webb,Welterweight
1408,UFC Fight Night: Cowboy vs Cowboy,Ashlee Evans-Smith,Marion Reneau,Women's Bantamweight
1409,UFC Fight Night: Cowboy vs Cowboy,Lauren Murphy,Kelly Faszholz,Women's Bantamweight
1410,UFC Fight Night: Cowboy vs Cowboy,Shamil Abdurakhimov,Anthony Hamilton,Heavyweight
1411,UFC Fight Night: Hendricks vs Thompson,Stephen Thompson,Johny Hendricks,Welterweight
1412,UFC Fight Night: Hendricks vs Thompson,Roy Nelson,Jared Rosholt,Heavyweight
1413,UFC Fight Night: Hendricks vs Thompson,Ovince Saint Preux,Rafael Feijao,Light Heavyweight
1414,UFC Fight Night: Hendricks vs Thompson,Joseph Benavidez,Zach Makovsky,Flyweight
1415,UFC Fight Night: Hendricks vs Thompson,Misha Cirkunov,Alex Nicholson,Light Heavyweight
1416,UFC Fight Night: Hendricks vs Thompson,Mike Pyle,Sean Spencer,Welterweight
1417,UFC Fight Night: Hendricks vs Thompson,Joshua Burkman,KJ Noons,Lightweight
1418,UFC Fight Night: Hendricks vs Thompson,Derrick Lewis,Damian Grabowski,Heavyweight
1419,UFC Fight Night: Hendricks vs Thompson,Justin Scoggins,Ray Borg,Flyweight
1420,UFC Fight Night: Hendricks vs Thompson,Diego Rivas,Noad Lahat,Featherweight
1421,UFC Fight Night: Hendricks vs Thompson,Mickey Gall,Mike Jackson,Welterweight
1422,UFC Fight Night: Hendricks vs Thompson,Alex White,Artem Lobov,Featherweight
1423,UFC Fight Night: Johnson vs. Bader,Anthony Johnson,Ryan Bader,Light Heavyweight
1424,UFC Fight Night: Johnson vs. Bader,Ben Rothwell,Josh Barnett,Heavyweight
1425,UFC Fight Night: Johnson vs. Bader,Jimmie Rivera,Iuri Alcantara,Bantamweight
1426,UFC Fight Night: Johnson vs. Bader,Bryan Barberena,Sage Northcutt,Welterweight
1427,UFC Fight Night: Johnson vs. Bader,Tarec Saffiedine,Jake Ellenberger,Welterweight
1428,UFC Fight Night: Johnson vs. Bader,Diego Ferreira,Olivier Aubin-Mercier,Lightweight
1429,UFC Fight Night: Johnson vs. Bader,Rafael Natal,Kevin Casey,Middleweight
1430,UFC Fight Night: Johnson vs. Bader,Wilson Reis,Dustin Ortiz,Flyweight
1431,UFC Fight Night: Johnson vs. Bader,Alexander Yakovlev,George Sullivan,Welterweight
1432,UFC Fight Night: Johnson vs. Bader,Alex Caceres,Masio Fullen,Featherweight
1433,UFC Fight Night: Johnson vs. Bader,Randy Brown,Matt Dwyer,Welterweight
1434,UFC Fight Night: Johnson vs. Bader,Damon Jackson,Levan Makashvili,Featherweight
1435,UFC Fight Night: Johnson vs. Bader,Anthony Rocco Martin,Felipe Olivieri,Lightweight
1436,UFC Fight Night: Dillashaw vs Cruz,Dominick Cruz,TJ Dillashaw,Bantamweight
1437,UFC Fight Night: Dillashaw vs Cruz,Eddie Alvarez,Anthony Pettis,Lightweight
1438,UFC Fight Night: Dillashaw vs Cruz,Travis Browne,Matt Mitrione,Heavyweight
1439,UFC Fight Night: Dillashaw vs Cruz,Francisco Trinaldo,Ross Pearson,Lightweight
1440,UFC Fight Night: Dillashaw vs Cruz,Patrick Cote,Ben Saunders,Welterweight
1441,UFC Fight Night: Dillashaw vs Cruz,Ed Herman,Tim Boetsch,Light Heavyweight
1442,UFC Fight Night: Dillashaw vs Cruz,Chris Wade,Mehdi Baghdad,Lightweight
1443,UFC Fight Night: Dillashaw vs Cruz,Luke Sanders,Maximo Blanco,Featherweight
1444,UFC Fight Night: Dillashaw vs Cruz,Paul Felder,Daron Cruickshank,Lightweight
1445,UFC Fight Night: Dillashaw vs Cruz,Ilir Latifi,Sean O'Connell,Light Heavyweight
1446,UFC Fight Night: Dillashaw vs Cruz,Charles Rosa,Kyle Bochniak,Featherweight
1447,UFC Fight Night: Dillashaw vs Cruz,Rob Font,Joey Gomez,Bantamweight
1448,UFC Fight Night: Dillashaw vs Cruz,Francimar Barroso,Elvis Mutapcic,Light Heavyweight
1449,UFC 195: Lawler vs Condit,Robbie Lawler,Carlos Condit,Welterweight
1450,UFC 195: Lawler vs Condit,Stipe Miocic,Andrei Arlovski,Heavyweight
1451,UFC 195: Lawler vs Condit,Albert Tumenov,Lorenz Larkin,Welterweight
1452,UFC 195: Lawler vs Condit,Brian Ortega,Diego Brandao,Featherweight
1453,UFC 195: Lawler vs Condit,Abel Trujillo,Tony Sims,Lightweight
1454,UFC 195: Lawler vs Condit,Michael McDonald,Masanori Kanehara,Bantamweight
1455,UFC 195: Lawler vs Condit,Alex Morono,Kyle Noke,Welterweight
1456,UFC 195: Lawler vs Condit,Justine Kish,Nina Ansaroff,Women's Strawweight
1457,UFC 195: Lawler vs Condit,Drew Dober,Scott Holtzman,Lightweight
1458,UFC 195: Lawler vs Condit,Dustin Poirier,Joe Duffy,Lightweight
1459,UFC 195: Lawler vs Condit,Michinori Tanaka,Joe Soto,Bantamweight
1460,UFC 195: Lawler vs Condit,Sheldon Westcott,Edgar Garcia,Welterweight
1461,UFC on FOX: Dos Anjos vs. Cowboy 2,Rafael Dos Anjos,Donald Cerrone,Lightweight
1462,UFC on FOX: Dos Anjos vs. Cowboy 2,Alistair Overeem,Junior Dos Santos,Heavyweight
1463,UFC on FOX: Dos Anjos vs. Cowboy 2,Nate Diaz,Michael Johnson,Lightweight
1464,UFC on FOX: Dos Anjos vs. Cowboy 2,Karolina Kowalkiewicz,Randa Markos,Women's Strawweight
1465,UFC on FOX: Dos Anjos vs. Cowboy 2,Charles Oliveira,Myles Jury,Featherweight
1466,UFC on FOX: Dos Anjos vs. Cowboy 2,Nate Marquardt,CB Dollaway,Middleweight
1467,UFC on FOX: Dos Anjos vs. Cowboy 2,Valentina Shevchenko,Sarah Kaufman,Women's Bantamweight
1468,UFC on FOX: Dos Anjos vs. Cowboy 2,Tamdan McCrory,Josh Samman,Middleweight
1469,UFC on FOX: Dos Anjos vs. Cowboy 2,Nik Lentz,Danny Castillo,Lightweight
1470,UFC on FOX: Dos Anjos vs. Cowboy 2,Cole Miller,Jim Alers,Featherweight
1471,UFC on FOX: Dos Anjos vs. Cowboy 2,Kamaru Usman,Leon Edwards,Welterweight
1472,UFC on FOX: Dos Anjos vs. Cowboy 2,Vicente Luque,Hayder Hassan,Welterweight
1473,UFC on FOX: Dos Anjos vs. Cowboy 2,Francis Ngannou,Luis Henrique,Heavyweight
1474,UFC 194: Aldo vs McGregor,Conor McGregor,Jose Aldo,Featherweight
1475,UFC 194: Aldo vs McGregor,Luke Rockhold,Chris Weidman,Middleweight
1476,UFC 194: Aldo vs McGregor,Yoel Romero,Jacare Souza,Middleweight
1477,UFC 194: Aldo vs McGregor,Demian Maia,Gunnar Nelson,Welterweight
1478,UFC 194: Aldo vs McGregor,Max Holloway,Jeremy Stephens,Featherweight
1479,UFC 194: Aldo vs McGregor,Urijah Faber,Frankie Saenz,Bantamweight
1480,UFC 194: Aldo vs McGregor,Tecia Torres,Jocelyn Jones-Lybarger,Women's Strawweight
1481,UFC 194: Aldo vs McGregor,Warlley Alves,Colby Covington,Welterweight
1482,UFC 194: Aldo vs McGregor,Leonardo Santos,Kevin Lee,Lightweight
1483,UFC 194: Aldo vs McGregor,Magomed Mustafaev,Joe Proctor,Lightweight
1484,UFC 194: Aldo vs McGregor,Yancy Medeiros,John Makdessi,Lightweight
1485,UFC 194: Aldo vs McGregor,Court McGee,Marcio Alexandre Junior,Welterweight
1486,The Ultimate Fighter 22 Finale,Frankie Edgar,Chad Mendes,Featherweight
1487,The Ultimate Fighter 22 Finale,Ryan Hall,Artem Lobov,Lightweight
1488,The Ultimate Fighter 22 Finale,Tony Ferguson,Edson Barboza,Lightweight
1489,The Ultimate Fighter 22 Finale,Evan Dunham,Joe Lauzon,Lightweight
1490,The Ultimate Fighter 22 Finale,Tatsuya Kawajiri,Jason Knight,Featherweight
1491,The Ultimate Fighter 22 Finale,Julian Erosa,Marcin Wrzosek,Lightweight
1492,The Ultimate Fighter 22 Finale,Gabriel Gonzaga,Konstantin Erokhin,Heavyweight
1493,The Ultimate Fighter 22 Finale,Ryan LaFlare,Mike Pierce,Welterweight
1494,The Ultimate Fighter 22 Finale,Geane Herrera,Joby Sanchez,Flyweight
1495,The Ultimate Fighter 22 Finale,Chris Gruetzemacher,Abner Lloveras,Lightweight
1496,UFC Fight Night: Namajunas vs. VanZant,Rose Namajunas,Paige VanZant,Women's Strawweight
1497,UFC Fight Night: Namajunas vs. VanZant,Michael Chiesa,Jim Miller,Lightweight
1498,UFC Fight Night: Namajunas vs. VanZant,Sage Northcutt,Cody Pfister,Lightweight
1499,UFC Fight Night: Namajunas vs. VanZant,Thiago Santos,Elias Theodorou,Middleweight
1500,UFC Fight Night: Namajunas vs. VanZant,Tim Means,John Howard,Welterweight
1501,UFC Fight Night: Namajunas vs. VanZant,Sergio Moraes,Omari Akhmedov,Welterweight
1502,UFC Fight Night: Namajunas vs. VanZant,Antonio Carlos Junior,Kevin Casey,Middleweight
1503,UFC Fight Night: Namajunas vs. VanZant,Aljamain Sterling,Johnny Eduardo,Bantamweight
1504,UFC Fight Night: Namajunas vs. VanZant,Santiago Ponzinibbio,Andreas Stahl,Welterweight
1505,UFC Fight Night: Namajunas vs. VanZant,Danny Roberts,Nathan Coy,Welterweight
1506,UFC Fight Night: Namajunas vs. VanZant,Zubaira Tukhugov,Phillipe Nover,Featherweight
1507,UFC Fight Night: Namajunas vs. VanZant,Kailin Curran,Emily Peters Kagan,Women's Strawweight
1508,UFC Fight Night: Henderson vs Masvidal,Benson Henderson,Jorge Masvidal,Welterweight
1509,UFC Fight Night: Henderson vs Masvidal,Dong Hyun Kim,Dominic Waters,Welterweight
1510,UFC Fight Night: Henderson vs Masvidal,Alberto Mina,Yoshihiro Akiyama,Welterweight
1511,UFC Fight Night: Henderson vs Masvidal,Dooho Choi,Sam Sicilia,Featherweight
1512,UFC Fight Night: Henderson vs Masvidal,Dongi Yang,Jake Collier,Middleweight
1513,UFC Fight Night: Henderson vs Masvidal,Mike de la Torre,Yui Chul Nam,Featherweight
