,Event Name,Winner,Loser,Weight Class
1514,UFC Fight Night: Henderson vs Masvidal,Tae Hyun Bang,Leo Kuntz,Lightweight
1515,UFC Fight Night: Henderson vs Masvidal,Seohee Ham,Cortney Casey,Women's Strawweight
1516,UFC Fight Night: Henderson vs Masvidal,Fredy Serrano,Yao Zhikui,Flyweight
1517,UFC Fight Night: Henderson vs Masvidal,Marco Beltran,Ning Guangyou,Bantamweight
1518,UFC Fight Night: Henderson vs Masvidal,Dominique Steele,Dong Hyun Ma,Welterweight
1519,UFC Fight Night: Magny vs Gastelum,Neil Magny,Kelvin Gastelum,Welterweight
1520,UFC Fight Night: Magny vs Gastelum,Ricardo Lamas,Diego Sanchez,Featherweight
1521,UFC Fight Night: Magny vs Gastelum,Henry Cejudo,Jussier Formiga,Flyweight
1522,UFC Fight Night: Magny vs Gastelum,Erick Montano,Enrique Marin,Welterweight
1523,UFC Fight Night: Magny vs Gastelum,Enrique Barzola,Horacio Gutierrez,Lightweight
1524,UFC Fight Night: Magny vs Gastelum,Leandro Silva,Efrain Escudero,Lightweight
1525,UFC Fight Night: Magny vs Gastelum,Erik Perez,Taylor Lapilus,Bantamweight
1526,UFC Fight Night: Magny vs Gastelum,Bartosz Fabinski,Hector Urbina,Welterweight
1527,UFC Fight Night: Magny vs Gastelum,Alejandro Perez,Scott Jorgensen,Bantamweight
1528,UFC Fight Night: Magny vs Gastelum,Andre Fili,Gabriel Benitez,Featherweight
1529,UFC Fight Night: Magny vs Gastelum,Alvaro Herrera,Vernon Ramos,Welterweight
1530,UFC Fight Night: Magny vs Gastelum,Polo Reyes,Cesar Arzamendia,Lightweight
1531,UFC Fight Night: Magny vs Gastelum,Michel Prazeres,Valmir Lazaro,Lightweight
1532,UFC 193: Rousey vs Holm,Holly Holm,Ronda Rousey,Women's Bantamweight
1533,UFC 193: Rousey vs Holm,Joanna Jedrzejczyk,Valerie Letourneau,Women's Strawweight
1534,UFC 193: Rousey vs Holm,Mark Hunt,Antonio Silva,Heavyweight
1535,UFC 193: Rousey vs Holm,Robert Whittaker,Uriah Hall,Middleweight
1536,UFC 193: Rousey vs Holm,Jared Rosholt,Stefan Struve,Heavyweight
1537,UFC 193: Rousey vs Holm,Jake Matthews,Akbarh Arreola,Lightweight
1538,UFC 193: Rousey vs Holm,Kyle Noke,Peter Sobotta,Welterweight
1539,UFC 193: Rousey vs Holm,Gian Villante,Anthony Perosh,Light Heavyweight
1540,UFC 193: Rousey vs Holm,Danny Martinez,Richie Vaculik,Flyweight
1541,UFC 193: Rousey vs Holm,Daniel Kelly,Steve Montgomery,Middleweight
1542,UFC 193: Rousey vs Holm,Richard Walsh,Steve Kennedy,Welterweight
1543,UFC 193: Rousey vs Holm,James Moontasri,Anton Zafir,Welterweight
1544,UFC 193: Rousey vs Holm,Ben Nguyen,Ryan Benoit,Flyweight
1545,UFC Fight Night: Belfort vs Henderson,Vitor Belfort,Dan Henderson,Middleweight
1546,UFC Fight Night: Belfort vs Henderson,Glover Teixeira,Patrick Cummins,Light Heavyweight
1547,UFC Fight Night: Belfort vs Henderson,Thomas Almeida,Anthony Birchak,Bantamweight
1548,UFC Fight Night: Belfort vs Henderson,Alex Oliveira,Piotr Hallmann,Lightweight
1549,UFC Fight Night: Belfort vs Henderson,Rashid Magomedov,Gilbert Burns,Lightweight
1550,UFC Fight Night: Belfort vs Henderson,Corey Anderson,Fabio Maldonado,Light Heavyweight
1551,UFC Fight Night: Belfort vs Henderson,Abel Trujillo,Gleison Tibau,Lightweight
1552,UFC Fight Night: Belfort vs Henderson,Johnny Case,Yan Cabral,Lightweight
1553,UFC Fight Night: Belfort vs Henderson,Thiago Tavares,Clay Guida,Featherweight
1554,UFC Fight Night: Belfort vs Henderson,Chas Skelly,Kevin Souza,Featherweight
1555,UFC Fight Night: Belfort vs Henderson,Viscardi Andrade,Gasan Umalatov,Welterweight
1556,UFC Fight Night: Belfort vs Henderson,Jimmie Rivera,Pedro Munhoz,Bantamweight
1557,UFC Fight Night: Belfort vs Henderson,Matheus Nicolau,Bruno Korea,Bantamweight
1558,UFC Fight Night: Holohan vs Smolka,Louis Smolka,Paddy Holohan,Flyweight
1559,UFC Fight Night: Holohan vs Smolka,Norman Parke,Reza Madadi,Lightweight
1560,UFC Fight Night: Holohan vs Smolka,Nicolas Dalby,Darren Till,Welterweight
1561,UFC Fight Night: Holohan vs Smolka,Neil Seery,Jon Delos Reyes,Flyweight
1562,UFC Fight Night: Holohan vs Smolka,Stevie Ray,Mickael Lebout,Lightweight
1563,UFC Fight Night: Holohan vs Smolka,Aisling Daly,Ericka Almeida,Women's Strawweight
1564,UFC Fight Night: Holohan vs Smolka,Krzysztof Jotko,Scott Askham,Middleweight
1565,UFC Fight Night: Holohan vs Smolka,Tom Breese,Cathal Pendred,Welterweight
1566,UFC Fight Night: Holohan vs Smolka,Darren Elkins,Rob Whiteford,Featherweight
1567,UFC Fight Night: Holohan vs Smolka,Garreth McLellan,Bubba Bush,Middleweight
1568,UFC 192: Cormier vs Gustafsson,Daniel Cormier,Alexander Gustafsson,Light Heavyweight
1569,UFC 192: Cormier vs Gustafsson,Ryan Bader,Rashad Evans,Light Heavyweight
1570,UFC 192: Cormier vs Gustafsson,Ruslan Magomedov,Shawn Jordan,Heavyweight
1571,UFC 192: Cormier vs Gustafsson,Joseph Benavidez,Ali Bagautinov,Flyweight
1572,UFC 192: Cormier vs Gustafsson,Julianna Pena,Jessica Eye,Women's Bantamweight
1573,UFC 192: Cormier vs Gustafsson,Yair Rodriguez,Dan Hooker,Featherweight
1574,UFC 192: Cormier vs Gustafsson,Albert Tumenov,Alan Jouban,Welterweight
1575,UFC 192: Cormier vs Gustafsson,Adriano Martins,Islam Makhachev,Lightweight
1576,UFC 192: Cormier vs Gustafsson,Rose Namajunas,Angela Hill,Women's Strawweight
1577,UFC 192: Cormier vs Gustafsson,Sage Northcutt,Francisco Trevino,Lightweight
1578,UFC 192: Cormier vs Gustafsson,Sergio Pettis,Chris Cariaso,Flyweight
1579,UFC 192: Cormier vs Gustafsson,Derrick Lewis,Viktor Pesta,Heavyweight
1580,UFC Fight Night: Barnett vs Nelson,Josh Barnett,Roy Nelson,Heavyweight
1581,UFC Fight Night: Barnett vs Nelson,Uriah Hall,Gegard Mousasi,Middleweight
1582,UFC Fight Night: Barnett vs Nelson,Kyoji Horiguchi,Chico Camus,Flyweight
1583,UFC Fight Night: Barnett vs Nelson,Takeya Mizugaki,George Roop,Bantamweight
1584,UFC Fight Night: Barnett vs Nelson,Diego Brandao,Katsunori Kikuno,Featherweight
1585,UFC Fight Night: Barnett vs Nelson,Mizuto Hirota,Teruto Ishihara,Featherweight
1586,UFC Fight Night: Barnett vs Nelson,Keita Nakamura,Li Jingliang,Welterweight
1587,UFC Fight Night: Barnett vs Nelson,Nick Hein,Yusuke Kasuya,Lightweight
1588,UFC Fight Night: Barnett vs Nelson,Kajan Johnson,Naoyuki Kotani,Lightweight
1589,UFC Fight Night: Barnett vs Nelson,Shinsho Anzai,Roger Zapata,Welterweight
1590,UFC 191: Johnson vs Dodson 2,Demetrious Johnson,John Dodson,Flyweight
1591,UFC 191: Johnson vs Dodson 2,Andrei Arlovski,Frank Mir,Heavyweight
1592,UFC 191: Johnson vs Dodson 2,Anthony Johnson,Jimi Manuwa,Light Heavyweight
1593,UFC 191: Johnson vs Dodson 2,Corey Anderson,Jan Blachowicz,Light Heavyweight
1594,UFC 191: Johnson vs Dodson 2,Paige VanZant,Alex Chambers,Women's Strawweight
1595,UFC 191: Johnson vs Dodson 2,Ross Pearson,Paul Felder,Lightweight
1596,UFC 191: Johnson vs Dodson 2,John Lineker,Francisco Rivera,Bantamweight
1597,UFC 191: Johnson vs Dodson 2,Raquel Pennington,Jessica Andrade,Women's Bantamweight
1598,UFC 191: Johnson vs Dodson 2,Tiago Trator,Clay Collard,Featherweight
1599,UFC 191: Johnson vs Dodson 2,Joe Riggs,Ron Stallings,Middleweight
1600,UFC 191: Johnson vs Dodson 2,Joaquim Silva,Nazareno Malegarie,Lightweight
1601,UFC Fight Night: Holloway vs Oliveira,Max Holloway,Charles Oliveira,Featherweight
1602,UFC Fight Night: Holloway vs Oliveira,Neil Magny,Erick Silva,Welterweight
1603,UFC Fight Night: Holloway vs Oliveira,Patrick Cote,Joshua Burkman,Welterweight
1604,UFC Fight Night: Holloway vs Oliveira,Francisco Trinaldo,Chad Laprise,Lightweight
1605,UFC Fight Night: Holloway vs Oliveira,Olivier Aubin-Mercier,Tony Sims,Lightweight
1606,UFC Fight Night: Holloway vs Oliveira,Valerie Letourneau,Maryna Moroz,Women's Strawweight
1607,UFC Fight Night: Holloway vs Oliveira,Frankie Perez,Sam Stout,Lightweight
1608,UFC Fight Night: Holloway vs Oliveira,Felipe Arantes,Yves Jabouin,Bantamweight
1609,UFC Fight Night: Holloway vs Oliveira,Nikita Krylov,Marcos Rogerio de Lima,Light Heavyweight
1610,UFC Fight Night: Holloway vs Oliveira,Chris Kelades,Chris Beal,Flyweight
1611,UFC Fight Night: Holloway vs Oliveira,Shane Campbell,Elias Silverio,Lightweight
1612,UFC Fight Night: Holloway vs Oliveira,Misha Cirkunov,Daniel Jolly,Light Heavyweight
1613,UFC Fight Night: Teixeira vs Saint Preux,Glover Teixeira,Ovince Saint Preux,Light Heavyweight
1614,UFC Fight Night: Teixeira vs Saint Preux,Beneil Dariush,Michael Johnson,Lightweight
1615,UFC Fight Night: Teixeira vs Saint Preux,Derek Brunson,Sam Alvey,Middleweight
1616,UFC Fight Night: Teixeira vs Saint Preux,Jared Rosholt,Tim Johnson,Heavyweight
1617,UFC Fight Night: Teixeira vs Saint Preux,Amanda Nunes,Sara McMann,Women's Bantamweight
1618,UFC Fight Night: Teixeira vs Saint Preux,Ray Borg,Geane Herrera,Flyweight
1619,UFC Fight Night: Teixeira vs Saint Preux,Uriah Hall,Oluwale Bamgbose,Middleweight
1620,UFC Fight Night: Teixeira vs Saint Preux,Chris Camozzi,Tom Watson,Middleweight
1621,UFC Fight Night: Teixeira vs Saint Preux,Dustin Ortiz,Willie Gates,Flyweight
1622,UFC Fight Night: Teixeira vs Saint Preux,Frankie Saenz,Sirwan Kakai,Bantamweight
1623,UFC Fight Night: Teixeira vs Saint Preux,Jonathan Wilson,Chris Dempsey,Light Heavyweight
1624,UFC Fight Night: Teixeira vs Saint Preux,Marlon Vera,Roman Salazar,Bantamweight
1625,UFC Fight Night: Teixeira vs Saint Preux,Scott Holtzman,Anthony Christodoulou,Lightweight
1626,UFC 190: Rousey vs Correia,Ronda Rousey,Bethe Correia,Women's Bantamweight
1627,UFC 190: Rousey vs Correia,Mauricio Rua,Rogerio Nogueira,Light Heavyweight
1628,UFC 190: Rousey vs Correia,Glaico Franca,Fernando Bruno,Lightweight
1629,UFC 190: Rousey vs Correia,Reginaldo Vieira,Dileno Lopes,Bantamweight
1630,UFC 190: Rousey vs Correia,Stefan Struve,Minotauro Nogueira,Heavyweight
1631,UFC 190: Rousey vs Correia,Antonio Silva,Soa Palelei,Heavyweight
1632,UFC 190: Rousey vs Correia,Claudia Gadelha,Jessica Aguilar,Women's Strawweight
1633,UFC 190: Rousey vs Correia,Demian Maia,Neil Magny,Welterweight
1634,UFC 190: Rousey vs Correia,Patrick Cummins,Rafael Feijao,Light Heavyweight
1635,UFC 190: Rousey vs Correia,Warlley Alves,Nordine Taleb,Welterweight
1636,UFC 190: Rousey vs Correia,Iuri Alcantara,Leandro Issa,Bantamweight
1637,UFC 190: Rousey vs Correia,Vitor Miranda,Clint Hester,Middleweight
1638,UFC 190: Rousey vs Correia,Guido Cannetti,Hugo Viana,Bantamweight
1639,UFC on Fox: Dillashaw vs. Barao II,TJ Dillashaw,Renan Barao,Bantamweight
1640,UFC on Fox: Dillashaw vs. Barao II,Miesha Tate,Jessica Eye,Women's Bantamweight
1641,UFC on Fox: Dillashaw vs. Barao II,Edson Barboza,Paul Felder,Lightweight
1642,UFC on Fox: Dillashaw vs. Barao II,Joe Lauzon,Takanori Gomi,Lightweight
1643,UFC on Fox: Dillashaw vs. Barao II,Tom Lawlor,Gian Villante,Light Heavyweight
1644,UFC on Fox: Dillashaw vs. Barao II,Jim Miller,Danny Castillo,Lightweight
1645,UFC on Fox: Dillashaw vs. Barao II,Ben Saunders,Kenny Robertson,Welterweight
1646,UFC on Fox: Dillashaw vs. Barao II,Bryan Caraway,Eddie Wineland,Bantamweight
1647,UFC on Fox: Dillashaw vs. Barao II,James Krause,Daron Cruickshank,Lightweight
1648,UFC on Fox: Dillashaw vs. Barao II,Andrew Holbrook,Ramsey Nijem,Lightweight
1649,UFC on Fox: Dillashaw vs. Barao II,Elizabeth Phillips,Jessamyn Duke,Women's Bantamweight
1650,UFC on Fox: Dillashaw vs. Barao II,Zak Cummings,Dominique Steele,Middleweight
1651,UFC Fight Night: Bisping vs Leites,Michael Bisping,Thales Leites,Middleweight
1652,UFC Fight Night: Bisping vs Leites,Evan Dunham,Ross Pearson,Lightweight
1653,UFC Fight Night: Bisping vs Leites,Joe Duffy,Ivan Jorge,Lightweight
1654,UFC Fight Night: Bisping vs Leites,Joanne Calderwood,Cortney Casey,Women's Strawweight
1655,UFC Fight Night: Bisping vs Leites,Leon Edwards,Pawel Pawlak,Welterweight
1656,UFC Fight Night: Bisping vs Leites,Stevie Ray,Leonardo Mafra,Lightweight
1657,UFC Fight Night: Bisping vs Leites,Paddy Holohan,Vaughan Lee,Flyweight
1658,UFC Fight Night: Bisping vs Leites,Ilir Latifi,Hans Stringer,Light Heavyweight
1659,UFC Fight Night: Bisping vs Leites,Mickael Lebout,Teemu Packalen,Lightweight
1660,UFC Fight Night: Bisping vs Leites,Rob Whiteford,Paul Redmond,Featherweight
1661,UFC Fight Night: Bisping vs Leites,Jimmie Rivera,Marcus Brimage,Bantamweight
1662,UFC Fight Night: Bisping vs Leites,Daniel Omielanczuk,Chris de la Rocha,Heavyweight
1663,UFC Fight Night: Mir vs Duffee,Frank Mir,Todd Duffee,Heavyweight
1664,UFC Fight Night: Mir vs Duffee,Tony Ferguson,Josh Thomson,Lightweight
1665,UFC Fight Night: Mir vs Duffee,Holly Holm,Marion Reneau,Women's Bantamweight
1666,UFC Fight Night: Mir vs Duffee,Manvel Gamburyan,Scott Jorgensen,Bantamweight
1667,UFC Fight Night: Mir vs Duffee,Kevin Lee,James Moontasri,Lightweight
1668,UFC Fight Night: Mir vs Duffee,Alan Jouban,Matt Dwyer,Welterweight
1669,UFC Fight Night: Mir vs Duffee,Sam Sicilia,Yaotzin Meza,Featherweight
1670,UFC Fight Night: Mir vs Duffee,Jessica Andrade,Sarah Moras,Women's Bantamweight
1671,UFC Fight Night: Mir vs Duffee,Rani Yahya,Masanori Kanehara,Bantamweight
1672,UFC Fight Night: Mir vs Duffee,Sean Strickland,Igor Araujo,Welterweight
1673,UFC Fight Night: Mir vs Duffee,Kevin Casey,Ildemar Alcantara,Middleweight
1674,UFC Fight Night: Mir vs Duffee,Lyman Good,Andrew Craig,Welterweight
1675,The Ultimate Fighter 21 Finale,Stephen Thompson,Jake Ellenberger,Welterweight
1676,The Ultimate Fighter 21 Finale,Kamaru Usman,Hayder Hassan,Welterweight
1677,The Ultimate Fighter 21 Finale,Michael Graves,Vicente Luque,Welterweight
1678,The Ultimate Fighter 21 Finale,Jorge Masvidal,Cezar Ferreira,Welterweight
1679,The Ultimate Fighter 21 Finale,Michelle Waterson,Angela Magana,Women's Strawweight
1680,The Ultimate Fighter 21 Finale,Maximo Blanco,Mike de la Torre,Featherweight
1681,The Ultimate Fighter 21 Finale,Josh Samman,Caio Magalhaes,Middleweight
1682,The Ultimate Fighter 21 Finale,Jerrod Sanders,Russell Doane,Bantamweight
1683,The Ultimate Fighter 21 Finale,Trevor Smith,Dan Miller,Middleweight
1684,The Ultimate Fighter 21 Finale,George Sullivan,Dominic Waters,Welterweight
1685,The Ultimate Fighter 21 Finale,Willie Gates,Darrell Montague,Flyweight
1686,UFC 189: Mendes vs McGregor,Conor McGregor,Chad Mendes,Featherweight
1687,UFC 189: Mendes vs McGregor,Robbie Lawler,Rory MacDonald,Welterweight
1688,UFC 189: Mendes vs McGregor,Jeremy Stephens,Dennis Bermudez,Featherweight
1689,UFC 189: Mendes vs McGregor,Gunnar Nelson,Brandon Thatch,Welterweight
1690,UFC 189: Mendes vs McGregor,Thomas Almeida,Brad Pickett,Bantamweight
1691,UFC 189: Mendes vs McGregor,Matt Brown,Tim Means,Welterweight
1692,UFC 189: Mendes vs McGregor,Alex Garcia,Mike Swick,Welterweight
1693,UFC 189: Mendes vs McGregor,John Howard,Cathal Pendred,Welterweight
1694,UFC 189: Mendes vs McGregor,Cody Garbrandt,Henry Briones,Bantamweight
1695,UFC 189: Mendes vs McGregor,Louis Smolka,Neil Seery,Flyweight
1696,UFC 189: Mendes vs McGregor,Cody Pfister,Yosdenis Cedeno,Lightweight
1697,UFC Fight Night: Machida vs Romero,Yoel Romero,Lyoto Machida,Middleweight
1698,UFC Fight Night: Machida vs Romero,Lorenz Larkin,Santiago Ponzinibbio,Welterweight
1699,UFC Fight Night: Machida vs Romero,Antonio Carlos Junior,Eddie Gordon,Middleweight
1700,UFC Fight Night: Machida vs Romero,Thiago Santos,Steve Bosse,Middleweight
1701,UFC Fight Night: Machida vs Romero,Hacran Dias,Levan Makashvili,Featherweight
1702,UFC Fight Night: Machida vs Romero,Alex Oliveira,Joe Merritt,Welterweight
1703,UFC Fight Night: Machida vs Romero,Leandro Silva,Lewis Gonzalez,Welterweight
1704,UFC Fight Night: Machida vs Romero,Tony Sims,Steve Montgomery,Welterweight
1705,UFC Fight Night: Machida vs Romero,Sirwan Kakai,Danny Martinez,Bantamweight
1706,UFC Fight Night: Jedrzejczyk vs Penne,Joanna Jedrzejczyk,Jessica Penne,Women's Strawweight
1707,UFC Fight Night: Jedrzejczyk vs Penne,Tatsuya Kawajiri,Dennis Siver,Featherweight
1708,UFC Fight Night: Jedrzejczyk vs Penne,Peter Sobotta,Steve Kennedy,Welterweight
1709,UFC Fight Night: Jedrzejczyk vs Penne,Nick Hein,Lukasz Sajewski,Lightweight
1710,UFC Fight Night: Jedrzejczyk vs Penne,Makwan Amirkhani,Masio Fullen,Featherweight
1711,UFC Fight Night: Jedrzejczyk vs Penne,Mairbek Taisumov,Alan Patrick,Lightweight
1712,UFC Fight Night: Jedrzejczyk vs Penne,Arnold Allen,Alan Omer,Featherweight
1713,UFC Fight Night: Jedrzejczyk vs Penne,Noad Lahat,Niklas Backstrom,Featherweight
1714,UFC Fight Night: Jedrzejczyk vs Penne,Scott Askham,Antonio Dos Santos,Middleweight
1715,UFC Fight Night: Jedrzejczyk vs Penne,Magomed Mustafaev,Piotr Hallmann,Lightweight
1716,UFC Fight Night: Jedrzejczyk vs Penne,Taylor Lapilus,Ulka Sasaki,Bantamweight
1717,UFC 188: Velasquez vs Werdum,Fabricio Werdum,Cain Velasquez,Heavyweight
1718,UFC 188: Velasquez vs Werdum,Eddie Alvarez,Gilbert Melendez,Lightweight
1719,UFC 188: Velasquez vs Werdum,Kelvin Gastelum,Nate Marquardt,Middleweight
1720,UFC 188: Velasquez vs Werdum,Yair Rodriguez,Charles Rosa,Featherweight
1721,UFC 188: Velasquez vs Werdum,Tecia Torres,Angela Hill,Women's Strawweight
1722,UFC 188: Velasquez vs Werdum,Henry Cejudo,Chico Camus,Flyweight
1723,UFC 188: Velasquez vs Werdum,Efrain Escudero,Drew Dober,Lightweight
1724,UFC 188: Velasquez vs Werdum,Patrick Williams,Alejandro Perez,Bantamweight
1725,UFC 188: Velasquez vs Werdum,Johnny Case,Francisco Trevino,Lightweight
1726,UFC 188: Velasquez vs Werdum,Cathal Pendred,Augusto Montano,Welterweight
1727,UFC 188: Velasquez vs Werdum,Gabriel Benitez,Clay Collard,Featherweight
1728,UFC Fight Night: Boetsch vs Henderson,Dan Henderson,Tim Boetsch,Middleweight
1729,UFC Fight Night: Boetsch vs Henderson,Ben Rothwell,Matt Mitrione,Heavyweight
1730,UFC Fight Night: Boetsch vs Henderson,Dustin Poirier,Yancy Medeiros,Lightweight
1731,UFC Fight Night: Boetsch vs Henderson,Brian Ortega,Thiago Tavares,Featherweight
1732,UFC Fight Night: Boetsch vs Henderson,Anthony Birchak,Joe Soto,Bantamweight
1733,UFC Fight Night: Boetsch vs Henderson,Francisco Rivera,Alex Caceres,Bantamweight
1734,UFC Fight Night: Boetsch vs Henderson,Shawn Jordan,Derrick Lewis,Heavyweight
1735,UFC Fight Night: Boetsch vs Henderson,Omari Akhmedov,Brian Ebersole,Welterweight
1736,UFC Fight Night: Boetsch vs Henderson,Chris Wade,Christos Giagos,Lightweight
1737,UFC Fight Night: Boetsch vs Henderson,Joe Proctor,Justin Edwards,Lightweight
1738,UFC Fight Night: Boetsch vs Henderson,Jake Collier,Ricardo Abreu,Middleweight
1739,UFC Fight Night: Boetsch vs Henderson,Jose Quinonez,Leonardo Morales,Bantamweight
1740,UFC Fight Night: Condit vs Alves,Carlos Condit,Thiago Alves,Welterweight
1741,UFC Fight Night: Condit vs Alves,Charles Oliveira,Nik Lentz,Featherweight
1742,UFC Fight Night: Condit vs Alves,Alex Oliveira,KJ Noons,Welterweight
1743,UFC Fight Night: Condit vs Alves,Francimar Barroso,Ryan Jimmo,Light Heavyweight
1744,UFC Fight Night: Condit vs Alves,Francisco Trinaldo,Norman Parke,Lightweight
1745,UFC Fight Night: Condit vs Alves,Darren Till,Wendell Oliveira,Welterweight
1746,UFC Fight Night: Condit vs Alves,Rony Jason,Damon Jackson,Featherweight
1747,UFC Fight Night: Condit vs Alves,Jussier Formiga,Wilson Reis,Flyweight
1748,UFC Fight Night: Condit vs Alves,Nicolas Dalby,Elizeu Zaleski dos Santos,Welterweight
1749,UFC Fight Night: Condit vs Alves,Mirsad Bektic,Lucas Martins,Featherweight
1750,UFC Fight Night: Condit vs Alves,Juliana Lima,Ericka Almeida,Women's Strawweight
1751,UFC Fight Night: Condit vs Alves,Tom Breese,Luiz Dutra,Welterweight
1752,UFC 187: Johnson vs Cormier,Daniel Cormier,Anthony Johnson,Light Heavyweight
1753,UFC 187: Johnson vs Cormier,Chris Weidman,Vitor Belfort,Middleweight
1754,UFC 187: Johnson vs Cormier,Donald Cerrone,John Makdessi,Lightweight
1755,UFC 187: Johnson vs Cormier,Andrei Arlovski,Travis Browne,Heavyweight
1756,UFC 187: Johnson vs Cormier,Joseph Benavidez,John Moraga,Flyweight
1757,UFC 187: Johnson vs Cormier,John Dodson,Zach Makovsky,Flyweight
1758,UFC 187: Johnson vs Cormier,Dong Hyun Kim,Joshua Burkman,Welterweight
1759,UFC 187: Johnson vs Cormier,Rafael Natal,Uriah Hall,Middleweight
1760,UFC 187: Johnson vs Cormier,Colby Covington,Mike Pyle,Welterweight
1761,UFC 187: Johnson vs Cormier,Islam Makhachev,Leo Kuntz,Lightweight
1762,UFC 187: Johnson vs Cormier,Justin Scoggins,Joshua Sampo,Flyweight
1763,UFC Fight Night: Edgar vs Faber,Frankie Edgar,Urijah Faber,Featherweight
1764,UFC Fight Night: Edgar vs Faber,Gegard Mousasi,Costas Philippou,Middleweight
1765,UFC Fight Night: Edgar vs Faber,Mark Munoz,Luke Barnatt,Middleweight
1766,UFC Fight Night: Edgar vs Faber,Neil Magny,Hyun Gyu Lim,Welterweight
1767,UFC Fight Night: Edgar vs Faber,Phillipe Nover,Yui Chul Nam,Featherweight
1768,UFC Fight Night: Edgar vs Faber,Levan Makashvili,Mark Eddiva,Featherweight
1769,UFC Fight Night: Edgar vs Faber,Jon Tuck,Tae Hyun Bang,Lightweight
1770,UFC Fight Night: Edgar vs Faber,Kajan Johnson,Zhang Lipeng,Lightweight
1771,UFC Fight Night: Edgar vs Faber,Li Jingliang,Dhiego Lima,Welterweight
1772,UFC Fight Night: Edgar vs Faber,Ning Guangyou,Royston Wee,Bantamweight
1773,UFC Fight Night: Edgar vs Faber,Jon Delos Reyes,Roldan Sangcha-an,Flyweight
1774,UFC Fight Night: Edgar vs Faber,Yao Zhikui,Nolan Ticman,Flyweight
1775,UFC Fight Night: Miocic vs Hunt,Stipe Miocic,Mark Hunt,Heavyweight
1776,UFC Fight Night: Miocic vs Hunt,Robert Whittaker,Brad Tavares,Middleweight
1777,UFC Fight Night: Miocic vs Hunt,Sean O'Connell,Anthony Perosh,Light Heavyweight
1778,UFC Fight Night: Miocic vs Hunt,James Vick,Jake Matthews,Lightweight
1779,UFC Fight Night: Miocic vs Hunt,Dan Hooker,Hatsu Hioki,Featherweight
1780,UFC Fight Night: Miocic vs Hunt,Kyle Noke,Jonavin Webb,Welterweight
1781,UFC Fight Night: Miocic vs Hunt,Sam Alvey,Daniel Kelly,Middleweight
